league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type
ITA-Serie A,2024,Juventus,Juan David Cabal,COL,DF,24-093,2001,7,6,460,5.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.2,14,17,19,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard
ITA-Serie A,2024,Juventus,Kenan Yıldız,TUR,"FW,MF",19-342,2005,30,24,2056,22.8,5,2,7,5,0,0,1,0,3.9,3.9,3.9,7.8,94,90,189,0.22,0.09,0.31,0.22,0.31,0.17,0.17,0.34,0.17,0.34,standard
ITA-Serie A,2024,Juventus,Khéphren Thuram,FRA,MF,24-016,2001,29,20,1819,20.2,3,4,7,3,0,0,4,0,3.3,3.3,3.3,6.5,57,91,46,0.15,0.2,0.35,0.15,0.35,0.16,0.16,0.32,0.16,0.32,standard
ITA-Serie A,2024,Juventus,Lloyd Kelly,ENG,DF,26-187,1998,7,6,568,6.3,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,5,22,9,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,standard
ITA-Serie A,2024,Juventus,Lorenzo Anghelè,ITA,FW,20-044,2005,1,0,6,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Juventus,Manuel Locatelli,ITA,MF,27-093,1998,29,27,2211,24.6,1,2,3,1,0,0,6,0,0.8,0.8,1.0,1.8,26,233,27,0.04,0.08,0.12,0.04,0.12,0.03,0.04,0.07,0.03,0.07,standard
ITA-Serie A,2024,Juventus,Mattia Perin,ITA,GK,32-152,1992,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Juventus,Michele Di Gregorio,ITA,GK,27-258,1997,26,26,2340,26.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5,0.5,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,standard
ITA-Serie A,2024,Juventus,Nicolás González,ARG,"FW,MF",27-005,1998,19,16,1226,13.6,1,2,3,1,0,0,0,0,2.8,2.8,0.8,3.6,28,41,89,0.07,0.15,0.22,0.07,0.22,0.2,0.06,0.26,0.2,0.26,standard
ITA-Serie A,2024,Juventus,Nicolò Fagioli,ITA,MF,24-058,2001,17,5,571,6.3,0,0,0,0,0,0,4,0,0.6,0.6,0.1,0.7,19,41,18,0.0,0.0,0.0,0.0,0.0,0.09,0.02,0.11,0.09,0.11,standard
ITA-Serie A,2024,Juventus,Nicolò Savona,ITA,DF,22-023,2003,23,16,1420,15.8,2,1,3,2,0,0,3,0,0.5,0.5,1.2,1.6,32,54,42,0.13,0.06,0.19,0.13,0.19,0.03,0.07,0.1,0.03,0.1,standard
ITA-Serie A,2024,Juventus,Pierre Kalulu,FRA,DF,24-310,2000,24,20,1918,21.3,1,0,1,1,0,0,2,0,0.7,0.7,0.2,0.9,36,89,13,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,standard
ITA-Serie A,2024,Juventus,Randal Kolo Muani,FRA,FW,26-127,1998,9,7,648,7.2,5,1,6,4,1,1,0,0,2.6,1.8,0.6,2.4,9,9,59,0.69,0.14,0.83,0.56,0.69,0.36,0.09,0.45,0.25,0.34,standard
ITA-Serie A,2024,Juventus,Renato Veiga,POR,DF,21-256,2003,6,6,508,5.6,0,0,0,0,0,0,1,0,0.6,0.6,0.0,0.6,6,18,0,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.11,0.11,0.11,standard
ITA-Serie A,2024,Juventus,Samuel Mbangula,BEL,FW,21-085,2004,21,7,704,7.8,3,3,6,3,0,0,1,0,0.5,0.5,1.4,1.8,25,17,44,0.38,0.38,0.77,0.38,0.77,0.06,0.18,0.24,0.06,0.24,standard
ITA-Serie A,2024,Juventus,Teun Koopmeiners,NED,"MF,FW",27-042,1998,27,22,1928,21.4,2,3,5,2,0,0,3,0,3.6,3.6,2.9,6.5,31,86,117,0.09,0.14,0.23,0.09,0.23,0.17,0.14,0.31,0.17,0.31,standard
ITA-Serie A,2024,Juventus,Timothy Weah,USA,"FW,DF",25-048,2000,23,16,1371,15.2,5,2,7,5,0,0,4,0,3.4,3.4,1.5,4.9,42,46,101,0.33,0.13,0.46,0.33,0.46,0.22,0.1,0.32,0.22,0.32,standard
ITA-Serie A,2024,Juventus,Vasilije Adžić,MNE,"MF,FW",18-334,2006,3,0,26,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,2,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.09,0.09,0.09,standard
ITA-Serie A,2024,Juventus,Weston McKennie,USA,"MF,DF",26-226,1998,25,21,1823,20.3,2,3,5,2,0,0,2,0,2.6,2.6,2.5,5.2,24,81,115,0.1,0.15,0.25,0.1,0.25,0.13,0.12,0.25,0.13,0.25,standard
ITA-Serie A,2024,Lazio,Adam Marušić,MNE,DF,32-176,1992,28,19,1823,20.3,4,0,4,4,0,0,1,0,1.8,1.8,0.4,2.2,17,61,70,0.2,0.0,0.2,0.2,0.2,0.09,0.02,0.11,0.09,0.11,standard
ITA-Serie A,2024,Lazio,Alessio Romagnoli,ITA,DF,30-089,1995,25,24,2043,22.7,1,0,1,1,0,0,3,1,1.8,1.8,0.2,1.9,3,60,3,0.04,0.0,0.04,0.04,0.04,0.08,0.01,0.09,0.08,0.09,standard
ITA-Serie A,2024,Lazio,Arijon Ibrahimović,GER,MF,19-121,2005,1,0,8,0.1,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,0,0.0,0.0,0.0,0.0,0.0,0.85,0.0,0.85,0.85,0.85,standard
ITA-Serie A,2024,Lazio,Boulaye Dia,SEN,"MF,FW",28-146,1996,28,22,1760,19.6,7,3,10,7,0,0,2,0,5.0,5.0,3.3,8.3,19,44,82,0.36,0.15,0.51,0.36,0.51,0.26,0.17,0.42,0.26,0.42,standard
ITA-Serie A,2024,Lazio,Christos Mandas,GRE,GK,23-206,2001,2,2,180,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Lazio,Elseid Hysaj,ALB,DF,31-050,1994,7,3,276,3.1,0,2,2,0,0,0,0,0,0.0,0.0,0.9,0.9,3,7,7,0.0,0.65,0.65,0.0,0.65,0.0,0.29,0.29,0.0,0.29,standard
ITA-Serie A,2024,Lazio,Fisayo Dele-Bashiru,NGA,"MF,FW",24-064,2001,18,10,817,9.1,3,1,4,3,0,0,0,0,1.0,1.0,0.8,1.8,20,24,52,0.33,0.11,0.44,0.33,0.44,0.11,0.09,0.2,0.11,0.2,standard
ITA-Serie A,2024,Lazio,Gaetano Castrovilli,ITA,"MF,FW",28-053,1997,9,1,148,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.7,0.8,5,10,6,0.0,0.0,0.0,0.0,0.0,0.05,0.44,0.49,0.05,0.49,standard
ITA-Serie A,2024,Lazio,Gustav Isaksen,DEN,FW,23-357,2001,31,24,1874,20.8,4,2,6,4,0,0,4,0,3.5,3.5,1.8,5.3,81,36,206,0.19,0.1,0.29,0.19,0.29,0.17,0.09,0.26,0.17,0.26,standard
ITA-Serie A,2024,Lazio,Ivan Provedel,ITA,GK,31-025,1994,29,29,2610,29.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3,0.3,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,standard
ITA-Serie A,2024,Lazio,Loum Tchaouna,FRA,"FW,MF",21-215,2003,23,6,640,7.1,1,0,1,1,0,0,4,1,2.4,2.4,0.6,3.0,22,18,60,0.14,0.0,0.14,0.14,0.14,0.33,0.09,0.42,0.33,0.42,standard
ITA-Serie A,2024,Lazio,Luca Pellegrini,ITA,DF,26-035,1999,16,5,620,6.9,0,1,1,0,0,0,2,0,0.2,0.2,0.8,1.0,14,38,30,0.0,0.15,0.15,0.0,0.15,0.03,0.11,0.14,0.03,0.14,standard
ITA-Serie A,2024,Lazio,Manuel Lazzari,ITA,DF,31-133,1993,23,15,1336,14.8,0,1,1,0,0,0,3,0,0.1,0.1,1.0,1.1,59,62,84,0.0,0.07,0.07,0.0,0.07,0.01,0.07,0.07,0.01,0.07,standard
ITA-Serie A,2024,Lazio,Mario Gila,ESP,DF,24-225,2000,26,26,2271,25.2,1,0,1,1,0,0,6,0,0.9,0.9,0.5,1.4,39,116,9,0.04,0.0,0.04,0.04,0.04,0.04,0.02,0.05,0.04,0.05,standard
ITA-Serie A,2024,Lazio,Mattia Zaccagni,ITA,FW,29-299,1995,28,27,2215,24.6,8,6,14,6,2,2,8,0,6.2,4.6,3.9,8.5,80,101,203,0.33,0.24,0.57,0.24,0.49,0.25,0.16,0.41,0.19,0.35,standard
ITA-Serie A,2024,Lazio,Mattéo Guendouzi,FRA,MF,25-362,1999,30,30,2640,29.3,1,3,4,1,0,0,5,0,1.0,1.0,2.9,3.9,76,253,46,0.03,0.1,0.14,0.03,0.14,0.04,0.1,0.13,0.04,0.13,standard
ITA-Serie A,2024,Lazio,Matías Vecino,URU,MF,33-230,1991,14,6,671,7.5,1,2,3,1,0,0,5,0,1.2,1.2,2.2,3.4,3,23,11,0.13,0.27,0.4,0.13,0.4,0.16,0.29,0.45,0.16,0.45,standard
ITA-Serie A,2024,Lazio,Nicolò Casale,ITA,DF,27-056,1998,2,2,135,1.5,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,6,0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,standard
ITA-Serie A,2024,Lazio,Nicolò Rovella,ITA,MF,23-128,2001,26,24,2184,24.3,0,2,2,0,0,0,11,0,1.0,1.0,1.9,2.9,33,121,32,0.0,0.08,0.08,0.0,0.08,0.04,0.08,0.12,0.04,0.12,standard
ITA-Serie A,2024,Lazio,Nuno Tavares,POR,DF,25-075,2000,21,20,1550,17.2,0,8,8,0,0,0,4,1,1.0,1.0,4.4,5.5,90,96,87,0.0,0.46,0.46,0.0,0.46,0.06,0.26,0.32,0.06,0.32,standard
ITA-Serie A,2024,Lazio,Oliver Nielsen,DEN,DF,21-311,2003,1,0,23,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Lazio,Patric,ESP,DF,31-359,1993,10,5,607,6.7,1,0,1,1,0,0,2,0,1.1,1.1,0.0,1.1,4,30,5,0.15,0.0,0.15,0.15,0.15,0.16,0.0,0.16,0.16,0.16,standard
ITA-Serie A,2024,Lazio,Pedro,ESP,"FW,MF",37-257,1987,23,6,862,9.6,6,1,7,5,1,1,2,0,3.4,2.6,1.0,3.6,29,49,64,0.63,0.1,0.73,0.52,0.63,0.35,0.11,0.46,0.27,0.38,standard
ITA-Serie A,2024,Lazio,Reda Belahyane,MAR,MF,20-314,2004,4,1,181,2.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,4,9,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Lazio,Samuel Gigot,FRA,DF,31-181,1993,12,5,502,5.6,2,0,2,2,0,0,2,0,1.3,1.3,0.0,1.3,3,9,5,0.36,0.0,0.36,0.36,0.36,0.23,0.0,0.23,0.23,0.23,standard
ITA-Serie A,2024,Lazio,Tijjani Noslin,NED,"FW,MF",25-278,1999,26,8,813,9.0,2,2,4,2,0,0,2,0,1.7,1.7,1.4,3.1,12,14,52,0.22,0.22,0.44,0.22,0.44,0.18,0.15,0.34,0.18,0.34,standard
ITA-Serie A,2024,Lazio,Valentín Castellanos,ARG,FW,26-190,1998,22,21,1774,19.7,9,3,12,7,2,3,6,1,12.1,10.0,2.5,12.5,23,49,119,0.46,0.15,0.61,0.36,0.51,0.62,0.13,0.74,0.51,0.63,standard
ITA-Serie A,2024,Lecce,Andy Pelmard,FRA,DF,25-030,2000,3,1,129,1.4,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Lecce,Ante Rebić,CRO,"FW,MF",31-202,1993,23,6,602,6.7,1,0,1,1,0,0,3,1,1.6,1.6,1.8,3.5,14,29,55,0.15,0.0,0.15,0.15,0.15,0.24,0.28,0.52,0.24,0.52,standard
ITA-Serie A,2024,Lecce,Antonino Gallo,ITA,DF,25-096,2000,24,24,2024,22.5,0,2,2,0,0,0,2,1,0.2,0.2,2.5,2.7,51,81,92,0.0,0.09,0.09,0.0,0.09,0.01,0.11,0.12,0.01,0.12,standard
ITA-Serie A,2024,Lecce,Balthazar Pierret,FRA,MF,24-331,2000,24,16,1339,14.9,0,0,0,0,0,0,2,0,0.1,0.1,0.3,0.5,11,69,12,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,standard
ITA-Serie A,2024,Lecce,Danilo Veiga,POR,"DF,FW",22-198,2002,6,0,96,1.1,0,0,0,0,0,0,0,0,0.5,0.5,0.1,0.6,4,2,7,0.0,0.0,0.0,0.0,0.0,0.45,0.13,0.58,0.45,0.58,standard
ITA-Serie A,2024,Lecce,Federico Baschirotto,ITA,DF,28-203,1996,31,31,2790,31.0,1,0,1,1,0,0,3,0,0.9,0.9,0.1,1.0,8,54,4,0.03,0.0,0.03,0.03,0.03,0.03,0.0,0.03,0.03,0.03,standard
ITA-Serie A,2024,Lecce,Filip Marchwiński,POL,MF,23-091,2002,1,0,15,0.2,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Lecce,Frederic Guilbert,FRA,DF,30-108,1994,26,26,2064,22.9,0,1,1,0,0,0,3,2,0.2,0.2,1.7,2.0,43,76,41,0.0,0.04,0.04,0.0,0.04,0.01,0.08,0.09,0.01,0.09,standard
ITA-Serie A,2024,Lecce,Gaby Jean,FRA,DF,25-051,2000,18,15,1378,15.3,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,8,42,3,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.01,0.01,0.01,standard
ITA-Serie A,2024,Lecce,Hamza Rafia,TUN,MF,26-009,1999,18,14,1058,11.8,0,0,0,0,0,0,4,0,0.5,0.5,1.4,1.9,13,51,32,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.16,0.04,0.16,standard
ITA-Serie A,2024,Lecce,Jesper Karlsson,SWE,FW,26-260,1998,10,3,323,3.6,0,0,0,0,0,0,2,0,0.6,0.6,0.4,1.1,9,9,26,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.29,0.17,0.29,standard
ITA-Serie A,2024,Lecce,Kevin Bonifazi,ITA,DF,28-327,1996,3,0,65,0.7,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Lecce,Kialonda,ANG,DF,27-196,1997,17,17,1530,17.0,0,1,1,0,0,0,3,0,1.0,1.0,0.4,1.4,3,20,4,0.0,0.06,0.06,0.0,0.06,0.06,0.02,0.08,0.06,0.08,standard
ITA-Serie A,2024,Lecce,Konan N'dri,CIV,FW,24-166,2000,6,0,128,1.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,8,1,7,0.0,0.0,0.0,0.0,0.0,0.27,0.05,0.32,0.27,0.32,standard
ITA-Serie A,2024,Lecce,Lameck Banda,ZAM,"FW,MF",24-072,2001,13,6,551,6.1,0,1,1,0,0,0,1,0,0.8,0.8,0.9,1.7,22,6,38,0.0,0.16,0.16,0.0,0.16,0.13,0.15,0.28,0.13,0.28,standard
ITA-Serie A,2024,Lecce,Lassana Coulibaly,MLI,MF,29-001,1996,31,23,2082,23.1,0,0,0,0,0,0,2,0,0.2,0.2,0.5,0.7,10,71,28,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,standard
ITA-Serie A,2024,Lecce,Marco Sala,ITA,DF,25-311,1999,1,0,27,0.3,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,5,4,7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Lecce,Medon Berisha,ALB,MF,21-172,2003,13,6,561,6.2,0,1,1,0,0,0,4,0,0.7,0.7,0.4,1.1,10,36,14,0.0,0.16,0.16,0.0,0.16,0.11,0.07,0.18,0.11,0.18,standard
ITA-Serie A,2024,Lecce,Mohamed Kaba,FRA,MF,23-166,2001,11,0,254,2.8,0,0,0,0,0,0,1,0,0.3,0.3,0.0,0.3,2,13,7,0.0,0.0,0.0,0.0,0.0,0.11,0.01,0.12,0.11,0.12,standard
ITA-Serie A,2024,Lecce,Nicola Sansone,ITA,"MF,FW",33-213,1991,5,0,65,0.7,0,0,0,0,0,0,1,0,0.2,0.2,0.0,0.3,0,1,5,0.0,0.0,0.0,0.0,0.0,0.3,0.06,0.36,0.3,0.36,standard
ITA-Serie A,2024,Lecce,Nikola Krstović,MNE,FW,25-006,2000,31,31,2597,28.9,10,3,13,8,2,3,4,0,10.9,8.5,2.7,11.2,36,50,127,0.35,0.1,0.45,0.28,0.38,0.38,0.09,0.47,0.29,0.39,standard
ITA-Serie A,2024,Lecce,Patrick Dorgu,DEN,"DF,FW",20-167,2004,21,21,1840,20.4,3,1,4,3,0,0,2,1,3.3,3.3,1.5,4.8,68,54,117,0.15,0.05,0.2,0.15,0.2,0.16,0.07,0.23,0.16,0.23,standard
ITA-Serie A,2024,Lecce,Rareș-Cătălin Burnete,ROU,FW,21-070,2004,2,0,19,0.2,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,0,0,4,0.0,0.0,0.0,0.0,0.0,0.37,0.0,0.37,0.37,0.37,standard
ITA-Serie A,2024,Lecce,Remi Oudin,FRA,"MF,FW",28-144,1996,11,3,299,3.3,0,0,0,0,0,0,1,0,0.1,0.1,0.6,0.7,2,13,16,0.0,0.0,0.0,0.0,0.0,0.04,0.18,0.22,0.04,0.22,standard
ITA-Serie A,2024,Lecce,Santiago Pierotti,ARG,FW,24-008,2001,29,17,1546,17.2,4,2,6,4,0,0,4,0,2.7,2.7,1.8,4.5,38,29,66,0.23,0.12,0.35,0.23,0.35,0.15,0.11,0.26,0.15,0.26,standard
ITA-Serie A,2024,Lecce,Tete Morente,ESP,FW,28-128,1996,26,19,1675,18.6,3,1,4,3,0,0,2,0,2.4,2.4,1.0,3.4,43,82,115,0.16,0.05,0.21,0.16,0.21,0.13,0.05,0.18,0.13,0.18,standard
ITA-Serie A,2024,Lecce,Valentin Gendrey,FRA,DF,24-294,2000,2,2,180,2.0,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,7,5,4,0.0,0.0,0.0,0.0,0.0,0.09,0.05,0.14,0.09,0.14,standard
ITA-Serie A,2024,Lecce,Wladimiro Falcone,ITA,GK,29-364,1995,31,31,2790,31.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Lecce,Ylber Ramadani,ALB,MF,28-364,1996,25,19,1605,17.8,0,1,1,0,0,0,4,0,0.5,0.5,1.1,1.6,8,55,6,0.0,0.06,0.06,0.0,0.06,0.03,0.06,0.09,0.03,0.09,standard
ITA-Serie A,2024,Lecce,Þórir Jóhann Helgason,ISL,MF,24-195,2000,14,10,856,9.5,0,3,3,0,0,0,0,0,0.8,0.8,1.0,1.9,18,32,42,0.0,0.32,0.32,0.0,0.32,0.09,0.11,0.2,0.09,0.2,standard
ITA-Serie A,2024,Milan,Alejandro Jiménez,ESP,"DF,FW",19-338,2005,15,8,823,9.1,0,0,0,0,0,0,5,0,0.5,0.5,0.9,1.4,44,31,60,0.0,0.0,0.0,0.0,0.0,0.06,0.1,0.16,0.06,0.16,standard
ITA-Serie A,2024,Milan,Alexis Saelemaekers,BEL,"DF,FW",25-288,1999,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,7,4,13,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.06,0.0,0.06,standard
ITA-Serie A,2024,Milan,Bob Murphy Omoregbe,ITA,MF,21-157,2003,1,0,3,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Milan,Christian Pulisic,USA,"FW,MF",26-205,1998,27,22,1885,20.9,9,7,16,6,3,4,1,0,9.9,6.7,5.2,11.9,90,88,148,0.43,0.33,0.76,0.29,0.62,0.47,0.25,0.72,0.32,0.57,standard
ITA-Serie A,2024,Milan,Davide Bartesaghi,ITA,DF,19-103,2005,2,0,50,0.6,0,0,0,0,0,0,0,1,0.0,0.0,0.1,0.1,2,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.12,0.12,0.0,0.12,standard
ITA-Serie A,2024,Milan,Davide Calabria,ITA,DF,28-126,1996,7,4,316,3.5,0,0,0,0,0,0,0,0,0.3,0.3,0.2,0.5,8,24,31,0.0,0.0,0.0,0.0,0.0,0.08,0.05,0.14,0.08,0.14,standard
ITA-Serie A,2024,Milan,Emerson,BRA,DF,26-087,1999,17,16,1377,15.3,0,0,0,0,0,0,5,0,0.4,0.4,0.7,1.1,23,68,71,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.07,0.03,0.07,standard
ITA-Serie A,2024,Milan,Fikayo Tomori,ENG,DF,27-113,1997,15,12,1060,11.8,0,1,1,0,0,0,3,1,0.1,0.1,0.6,0.7,6,44,1,0.0,0.08,0.08,0.0,0.08,0.01,0.05,0.06,0.01,0.06,standard
ITA-Serie A,2024,Milan,Filippo Terracciano,ITA,"DF,MF",22-062,2003,10,6,527,5.9,0,0,0,0,0,0,2,0,0.2,0.2,0.1,0.3,5,14,9,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.04,0.03,0.04,standard
ITA-Serie A,2024,Milan,Francesco Camarda,ITA,"FW,MF",17-032,2008,9,1,161,1.8,0,0,0,0,0,0,0,0,0.4,0.4,0.4,0.8,2,0,9,0.0,0.0,0.0,0.0,0.0,0.23,0.22,0.46,0.23,0.46,standard
ITA-Serie A,2024,Milan,Ismaël Bennacer,ALG,MF,27-131,1997,6,4,300,3.3,0,0,0,0,0,0,2,0,0.1,0.1,0.1,0.2,8,23,12,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.07,0.02,0.07,standard
ITA-Serie A,2024,Milan,João Félix,POR,MF,25-152,1999,9,5,486,5.4,0,0,0,0,0,0,1,0,1.8,1.8,0.7,2.5,12,25,36,0.0,0.0,0.0,0.0,0.0,0.33,0.12,0.45,0.33,0.45,standard
ITA-Serie A,2024,Milan,Kevin Zeroli,ITA,MF,20-090,2005,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,2,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Milan,Kyle Walker,ENG,DF,34-318,1990,8,7,601,6.7,0,0,0,0,0,0,1,0,0.0,0.0,0.7,0.8,11,31,18,0.0,0.0,0.0,0.0,0.0,0.01,0.11,0.12,0.01,0.12,standard
ITA-Serie A,2024,Milan,Luka Jović,SRB,"FW,MF",27-109,1997,9,1,207,2.3,2,0,2,2,0,0,1,0,1.9,1.9,0.7,2.6,3,15,16,0.87,0.0,0.87,0.87,0.87,0.83,0.3,1.13,0.83,1.13,standard
ITA-Serie A,2024,Milan,Malick Thiaw,GER,DF,23-246,2001,21,19,1729,19.2,0,0,0,0,0,0,2,0,0.6,0.6,0.1,0.7,12,86,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,standard
ITA-Serie A,2024,Milan,Marco Sportiello,ITA,GK,32-336,1992,1,1,90,1.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard
ITA-Serie A,2024,Milan,Matteo Gabbia,ITA,DF,25-172,1999,19,17,1529,17.0,1,0,1,1,0,0,3,0,0.8,0.8,0.2,1.1,13,72,2,0.06,0.0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,standard
ITA-Serie A,2024,Milan,Mattia Liberali,ITA,MF,18-005,2007,1,1,61,0.7,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,5,4,0.0,0.0,0.0,0.0,0.0,0.1,0.03,0.14,0.1,0.14,standard
ITA-Serie A,2024,Milan,Mike Maignan,FRA,GK,29-282,1995,30,30,2700,30.0,0,0,0,0,0,0,1,0,0.0,0.0,0.8,0.8,0,4,0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.0,0.03,standard
ITA-Serie A,2024,Milan,Noah Okafor,SUI,FW,24-322,2000,11,5,414,4.6,1,0,1,1,0,0,0,0,1.5,1.5,0.3,1.9,21,12,48,0.22,0.0,0.22,0.22,0.22,0.33,0.07,0.41,0.33,0.41,standard
ITA-Serie A,2024,Milan,Rafael Leão,POR,FW,25-305,1999,29,22,2002,22.2,6,7,13,6,0,0,4,0,6.4,6.4,6.9,13.3,110,83,241,0.27,0.31,0.58,0.27,0.58,0.29,0.31,0.6,0.29,0.6,standard
ITA-Serie A,2024,Milan,Riccardo Sottil,ITA,"FW,MF",25-312,1999,3,1,82,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,10,0,12,0.0,0.0,0.0,0.0,0.0,0.19,0.3,0.49,0.19,0.49,standard
ITA-Serie A,2024,Milan,Ruben Loftus-Cheek,ENG,MF,29-078,1996,14,6,695,7.7,0,0,0,0,0,0,1,0,0.5,0.5,1.4,1.8,20,37,29,0.0,0.0,0.0,0.0,0.0,0.06,0.18,0.24,0.06,0.24,standard
ITA-Serie A,2024,Milan,Samuel Chukwueze,NGA,"FW,MF",25-324,1999,23,9,846,9.4,3,0,3,3,0,0,0,0,2.5,2.5,2.3,4.8,44,28,111,0.32,0.0,0.32,0.32,0.32,0.26,0.25,0.51,0.26,0.51,standard
ITA-Serie A,2024,Milan,Santiago Giménez,MEX,FW,23-358,2001,9,6,567,6.3,2,1,3,2,0,1,3,0,3.5,2.7,0.7,3.4,11,5,28,0.32,0.16,0.48,0.32,0.48,0.56,0.1,0.66,0.43,0.53,standard
ITA-Serie A,2024,Milan,Strahinja Pavlović,SRB,DF,23-322,2001,17,14,1260,14.0,1,1,2,1,0,0,2,1,1.2,1.2,1.1,2.3,35,77,4,0.07,0.07,0.14,0.07,0.14,0.09,0.08,0.16,0.09,0.16,standard
