league,season,team,player,nation,pos,age,born,Playing Time MP,Playing Time Starts,Playing Time Min,Playing Time 90s,Performance Gls,Performance Ast,Performance G+A,Performance G-PK,Performance PK,Performance PKatt,Performance CrdY,Performance CrdR,Expected xG,Expected npxG,Expected xAG,Expected npxG+xAG,Progression PrgC,Progression PrgP,Progression PrgR,Per 90 Minutes Gls,Per 90 Minutes Ast,Per 90 Minutes G+A,Per 90 Minutes G-PK,Per 90 Minutes G+A-PK,Per 90 Minutes xG,Per 90 Minutes xAG,Per 90 Minutes xG+xAG,Per 90 Minutes npxG,Per 90 Minutes npxG+xAG,stat_type,nation_defense,pos_defense,age_defense,born_defense,90s,Tackles Tkl,Tackles TklW,Tackles Def 3rd,Tackles Mid 3rd,Tackles Att 3rd,Challenges Tkl,Challenges Att,Challenges Tkl%,Challenges Lost,Blocks Blocks,Blocks Sh,Blocks Pass,Int,Tkl+Int,Clr,Err,stat_type_defense,nation_shooting,pos_shooting,age_shooting,born_shooting,90s_shooting,Standard Gls,Standard Sh,Standard SoT,Standard SoT%,Standard Sh/90,Standard SoT/90,Standard G/Sh,Standard G/SoT,Standard Dist,Standard FK,Standard PK,Standard PKatt,Expected xG_shooting,Expected npxG_shooting,Expected npxG/Sh,Expected G-xG,Expected np:G-xG,stat_type_shooting,nation_passing,pos_passing,age_passing,born_passing,90s_passing,Total Cmp,Total Att,Total Cmp%,Total TotDist,Total PrgDist,Short Cmp,Short Att,Short Cmp%,Medium Cmp,Medium Att,Medium Cmp%,Long Cmp,Long Att,Long Cmp%,Ast,xAG,Expected xA,Expected A-xAG,KP,1/3,PPA,CrsPA,PrgP,stat_type_passing,nation_misc,pos_misc,age_misc,born_misc,90s_misc,Performance CrdY_misc,Performance CrdR_misc,Performance 2CrdY,Performance Fls,Performance Fld,Performance Off,Performance Crs,Performance Int,Performance TklW,Performance PKwon,Performance PKcon,Performance OG,Performance Recov,Aerial Duels Won,Aerial Duels Lost,Aerial Duels Won%,stat_type_misc,nation_possession,pos_possession,age_possession,born_possession,90s_possession,Touches Touches,Touches Def Pen,Touches Def 3rd,Touches Mid 3rd,Touches Att 3rd,Touches Att Pen,Touches Live,Take-Ons Att,Take-Ons Succ,Take-Ons Succ%,Take-Ons Tkld,Take-Ons Tkld%,Carries Carries,Carries TotDist,Carries PrgDist,Carries PrgC,Carries 1/3,Carries CPA,Carries Mis,Carries Dis,Receiving Rec,Receiving PrgR,stat_type_possession,90s_defense
FRA-Ligue 1,2024,Marseille,Emmanuel Koum Mbondo,FRA,DF,19-065,2006.0,1,0,12,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,FRA,DF,19-065,2006.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,DF,19-065,2006.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,DF,19-065,2006.0,0.1,8,9,88.9,101,26,4,5,80.0,3,3,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,FRA,DF,19-065,2006.0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,misc,FRA,DF,19-065,2006.0,0.1,9,0,3,5,1,0,9,0,0,,0,,4,12,2,0,0,0,0,1,8,0,possession,
FRA-Ligue 1,2024,Le Havre,Emmanuel Sabbi,USA,"FW,MF",27-108,1997.0,15,7,653,7.3,0,0,0,0,0,0,1,0,1.9,1.9,0.6,2.5,11,15,39,0.0,0.0,0.0,0.0,0.0,0.27,0.08,0.35,0.27,0.35,standard,USA,"FW,MF",27-108,1997.0,7.3,14,7,7,4,3,5,8,62.5,3,2,0,2,3,17,4,0,defense,USA,"FW,MF",27-108,1997.0,7.3,0,15,4,26.7,2.07,0.55,0.0,0.0,12.5,0,0,0,1.9,1.9,0.13,-1.9,-1.9,shooting,USA,"FW,MF",27-108,1997.0,7.3,91,128,71.1,1424,409,44,61,72.1,33,43,76.7,8,13,61.5,0,0.6,0.3,-0.6,4,5,5,1,15,passing,USA,"FW,MF",27-108,1997.0,7.3,1,0,0,11,16,2,15,3,7,0,0,0,26,9,13,40.9,misc,USA,"FW,MF",27-108,1997.0,7.3,230,3,38,88,106,23,230,29,11,37.9,13,44.8,130,747,274,11,4,3,20,10,149,39,possession,
FRA-Ligue 1,2024,Marseille,Enzo Sternal,FRA,"FW,MF",17-318,2007.0,2,0,24,0.3,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.09,0.0,0.09,standard,FRA,"FW,MF",17-318,2007.0,0.3,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,FRA,"FW,MF",17-318,2007.0,0.3,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,FRA,"FW,MF",17-318,2007.0,0.3,7,8,87.5,77,1,5,5,100.0,1,1,100.0,0,1,0.0,0,0.0,0.0,0.0,1,0,0,0,0,passing,FRA,"FW,MF",17-318,2007.0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,misc,FRA,"FW,MF",17-318,2007.0,0.3,13,0,1,10,2,0,13,3,1,33.3,2,66.7,10,30,13,0,0,0,2,0,12,0,possession,
FRA-Ligue 1,2024,Toulouse,Charlie Cresswell,ENG,DF,22-237,2002.0,26,24,2142,23.8,2,1,3,2,0,0,2,0,2.7,2.7,1.7,4.4,8,57,10,0.08,0.04,0.13,0.08,0.13,0.11,0.07,0.18,0.11,0.18,standard,ENG,DF,22-237,2002.0,23.8,33,21,17,15,1,27,43,62.8,16,39,25,14,24,57,161,3,defense,ENG,DF,22-237,2002.0,23.8,2,27,11,40.7,1.13,0.46,0.07,0.18,9.7,0,0,0,2.7,2.7,0.1,-0.7,-0.7,shooting,ENG,DF,22-237,2002.0,23.8,1072,1299,82.5,19729,6818,367,407,90.2,626,694,90.2,74,181,40.9,1,1.7,1.0,-0.7,5,50,3,0,57,passing,ENG,DF,22-237,2002.0,23.8,2,0,0,23,11,1,3,24,21,0,0,1,86,85,31,73.3,misc,ENG,DF,22-237,2002.0,23.8,1611,276,882,675,65,41,1611,9,3,33.3,5,55.6,850,3565,1532,8,6,1,16,2,985,10,possession,
FRA-Ligue 1,2024,Monaco,Christian Mawissa,FRA,DF,19-358,2005.0,18,14,1226,13.6,0,0,0,0,0,0,3,0,0.1,0.1,0.0,0.1,13,35,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,standard,FRA,DF,19-358,2005.0,13.6,37,26,24,11,2,25,42,59.5,17,21,5,16,24,61,37,1,defense,FRA,DF,19-358,2005.0,13.6,0,1,1,100.0,0.07,0.07,0.0,0.0,13.5,0,0,0,0.1,0.1,0.07,-0.1,-0.1,shooting,FRA,DF,19-358,2005.0,13.6,629,732,85.9,10215,3311,294,319,92.2,307,343,89.5,22,43,51.2,0,0.0,0.1,0.0,1,42,0,0,35,passing,FRA,DF,19-358,2005.0,13.6,3,0,0,14,7,0,3,24,26,0,1,0,54,28,15,65.1,misc,FRA,DF,19-358,2005.0,13.6,895,64,322,527,61,6,895,26,9,34.6,15,57.7,553,2943,1390,13,11,1,15,9,591,9,possession,
FRA-Ligue 1,2024,Le Havre,Christopher Operi,CIV,"DF,FW",27-347,1997.0,13,13,1169,13.0,0,2,2,0,0,0,2,1,0.3,0.3,2.2,2.5,28,52,65,0.0,0.15,0.15,0.0,0.15,0.02,0.17,0.19,0.02,0.19,standard,CIV,"DF,FW",27-347,1997.0,13.0,13,9,6,2,5,7,12,58.3,5,20,6,14,14,27,30,0,defense,CIV,"DF,FW",27-347,1997.0,13.0,0,7,1,14.3,0.54,0.08,0.0,0.0,22.0,2,0,0,0.3,0.3,0.04,-0.3,-0.3,shooting,CIV,"DF,FW",27-347,1997.0,13.0,533,747,71.4,9424,3412,236,259,91.1,228,295,77.3,58,155,37.4,2,2.2,3.2,-0.2,24,36,20,13,52,passing,CIV,"DF,FW",27-347,1997.0,13.0,2,1,1,9,16,3,128,14,9,0,0,0,51,11,6,64.7,misc,CIV,"DF,FW",27-347,1997.0,13.0,878,41,237,347,302,12,878,27,14,51.9,13,48.1,418,1898,935,28,21,3,14,11,501,65,possession,
FRA-Ligue 1,2024,Strasbourg,Eduard Sobol,UKR,DF,29-356,1995.0,9,0,92,1.0,0,0,0,0,0,0,2,0,0.0,0.0,0.0,0.0,0,3,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,UKR,DF,29-356,1995.0,1.0,0,0,0,0,0,0,2,0.0,2,2,1,1,2,2,14,0,defense,UKR,DF,29-356,1995.0,1.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,UKR,DF,29-356,1995.0,1.0,22,34,64.7,357,175,12,12,100.0,8,16,50.0,2,3,66.7,0,0.0,0.0,0.0,0,1,0,0,3,passing,UKR,DF,29-356,1995.0,1.0,2,0,0,4,1,0,1,2,0,0,0,0,4,3,3,50.0,misc,UKR,DF,29-356,1995.0,1.0,53,12,37,14,2,0,53,0,0,,0,,19,56,10,0,1,0,1,0,18,2,possession,
FRA-Ligue 1,2024,Monaco,Eliesse Ben Seghir,MAR,"MF,FW",20-054,2005.0,27,17,1558,17.3,6,3,9,4,2,2,0,0,5.2,3.7,4.8,8.5,80,112,160,0.35,0.17,0.52,0.23,0.4,0.3,0.28,0.58,0.21,0.49,standard,MAR,"MF,FW",20-054,2005.0,17.3,25,20,8,11,6,15,27,55.6,12,17,0,17,10,35,3,0,defense,MAR,"MF,FW",20-054,2005.0,17.3,6,53,19,35.8,3.06,1.1,0.08,0.21,21.3,3,2,2,5.2,3.7,0.07,0.8,0.3,shooting,MAR,"MF,FW",20-054,2005.0,17.3,672,853,78.8,9498,2737,401,458,87.6,209,263,79.5,31,70,44.3,3,4.8,4.1,-1.8,30,64,43,3,112,passing,MAR,"MF,FW",20-054,2005.0,17.3,0,0,0,24,51,2,47,10,20,0,0,0,74,11,22,33.3,misc,MAR,"MF,FW",20-054,2005.0,17.3,1115,2,80,468,584,57,1113,87,30,34.5,51,58.6,769,5113,2779,80,81,23,54,33,890,160,possession,
FRA-Ligue 1,2024,Monaco,Eliot Matazo,BEL,MF,23-055,2002.0,3,1,68,0.8,0,0,0,0,0,0,0,0,0.0,0.0,0.1,0.1,0,7,3,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,standard,BEL,MF,23-055,2002.0,0.8,3,2,0,3,0,0,0,,0,0,0,0,1,4,2,0,defense,BEL,MF,23-055,2002.0,0.8,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,BEL,MF,23-055,2002.0,0.8,35,41,85.4,533,168,16,20,80.0,16,16,100.0,1,1,100.0,0,0.1,0.0,-0.1,1,1,0,0,7,passing,BEL,MF,23-055,2002.0,0.8,0,0,0,0,2,0,0,1,2,0,0,0,7,1,0,100.0,misc,BEL,MF,23-055,2002.0,0.8,54,2,8,39,7,0,54,3,0,0.0,3,100.0,23,94,31,0,0,0,3,0,31,3,possession,
FRA-Ligue 1,2024,Auxerre,Elisha Owusu,GHA,MF,27-155,1997.0,26,26,2183,24.3,1,3,4,1,0,0,7,0,0.3,0.3,1.0,1.3,8,74,31,0.04,0.12,0.16,0.04,0.16,0.01,0.04,0.05,0.01,0.05,standard,GHA,MF,27-155,1997.0,24.3,71,39,27,39,5,31,46,67.4,15,33,9,24,41,112,34,1,defense,GHA,MF,27-155,1997.0,24.3,1,6,3,50.0,0.25,0.12,0.17,0.33,24.9,0,0,0,0.3,0.3,0.05,0.7,0.7,shooting,GHA,MF,27-155,1997.0,24.3,632,781,80.9,10165,2637,312,362,86.2,257,304,84.5,41,69,59.4,3,1.0,0.5,2.0,14,50,6,1,74,passing,GHA,MF,27-155,1997.0,24.3,7,0,0,48,21,0,8,41,39,0,1,1,150,16,26,38.1,misc,GHA,MF,27-155,1997.0,24.3,1022,43,284,620,131,5,1022,20,8,40.0,11,55.0,473,1807,664,8,10,2,25,23,510,31,possession,
FRA-Ligue 1,2024,Reims,Eloge Zabi,CIV,"DF,MF",18-199,2006.0,2,0,18,0.2,0,0,0,0,0,0,0,1,0.0,0.0,0.0,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,CIV,"DF,MF",18-199,2006.0,0.2,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,defense,CIV,"DF,MF",18-199,2006.0,0.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,CIV,"DF,MF",18-199,2006.0,0.2,9,12,75.0,122,54,6,6,100.0,3,4,75.0,0,1,0.0,0,0.0,0.0,0.0,0,1,0,0,2,passing,CIV,"DF,MF",18-199,2006.0,0.2,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,,misc,CIV,"DF,MF",18-199,2006.0,0.2,14,1,5,9,1,0,14,0,0,,0,,9,66,34,1,1,0,0,0,10,1,possession,
FRA-Ligue 1,2024,Paris S-G,Fabián Ruiz Peña,ESP,MF,29-008,1996.0,26,18,1668,18.5,3,4,7,3,0,0,0,0,3.8,3.8,4.4,8.2,40,170,72,0.16,0.22,0.38,0.16,0.38,0.2,0.24,0.44,0.2,0.44,standard,ESP,MF,29-008,1996.0,18.5,35,22,13,15,7,19,44,43.2,25,21,2,19,14,49,26,1,defense,ESP,MF,29-008,1996.0,18.5,3,37,9,24.3,2.0,0.49,0.08,0.33,18.9,0,0,0,3.8,3.8,0.1,-0.8,-0.8,shooting,ESP,MF,29-008,1996.0,18.5,1273,1410,90.3,20715,5428,650,697,93.3,498,532,93.6,89,113,78.8,4,4.4,4.3,-0.4,33,137,26,3,170,passing,ESP,MF,29-008,1996.0,18.5,0,0,0,4,10,4,23,14,22,0,0,0,124,4,7,36.4,misc,ESP,MF,29-008,1996.0,18.5,1574,46,235,920,430,50,1574,17,12,70.6,5,29.4,912,4606,2372,40,35,7,23,16,1239,72,possession,
FRA-Ligue 1,2024,Lens,Facundo Medina,ARG,DF,25-318,1999.0,24,24,2094,23.3,0,1,1,0,0,0,11,1,1.6,1.6,1.9,3.5,43,140,33,0.0,0.04,0.04,0.0,0.04,0.07,0.08,0.15,0.07,0.15,standard,ARG,DF,25-318,1999.0,23.3,39,25,18,17,4,20,32,62.5,12,28,9,19,30,69,50,0,defense,ARG,DF,25-318,1999.0,23.3,0,24,3,12.5,1.03,0.13,0.0,0.0,19.0,0,0,0,1.6,1.6,0.07,-1.6,-1.6,shooting,ARG,DF,25-318,1999.0,23.3,1324,1525,86.8,21544,7571,660,703,93.9,553,603,91.7,88,165,53.3,1,1.9,2.7,-0.9,20,121,24,2,140,passing,ARG,DF,25-318,1999.0,23.3,11,1,1,27,17,0,14,30,25,0,1,0,139,27,20,57.4,misc,ARG,DF,25-318,1999.0,23.3,1767,86,562,936,286,27,1767,24,9,37.5,15,62.5,1083,5756,3098,43,42,2,21,12,1219,33,possession,
FRA-Ligue 1,2024,Montpellier,Falaye Sacko,MLI,DF,29-345,1995.0,14,13,1098,12.2,0,1,1,0,0,0,1,0,0.0,0.0,0.2,0.2,17,58,31,0.0,0.08,0.08,0.0,0.08,0.0,0.01,0.01,0.0,0.01,standard,MLI,DF,29-345,1995.0,12.2,14,8,9,4,1,9,19,47.4,10,17,7,10,12,26,21,0,defense,MLI,DF,29-345,1995.0,12.2,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,MLI,DF,29-345,1995.0,12.2,515,615,83.7,8495,3217,238,262,90.8,229,264,86.7,34,59,57.6,1,0.2,0.2,0.8,7,37,2,1,58,passing,MLI,DF,29-345,1995.0,12.2,1,0,0,14,6,1,10,12,8,0,2,0,51,8,14,36.4,misc,MLI,DF,29-345,1995.0,12.2,701,39,208,349,154,6,701,9,2,22.2,7,77.8,345,1662,814,17,11,3,9,1,394,31,possession,
FRA-Ligue 1,2024,Auxerre,Donovan Léon,GUF,GK,32-159,1992.0,26,26,2340,26.0,0,2,2,0,0,0,2,0,0.0,0.0,0.4,0.4,0,1,0,0.0,0.08,0.08,0.0,0.08,0.0,0.01,0.01,0.0,0.01,standard,GUF,GK,32-159,1992.0,26.0,0,0,0,0,0,0,2,0.0,2,2,0,2,0,0,20,1,defense,GUF,GK,32-159,1992.0,26.0,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,GUF,GK,32-159,1992.0,26.0,531,930,57.1,18165,14876,67,68,98.5,212,214,99.1,250,643,38.9,2,0.4,0.1,1.6,3,26,2,0,1,passing,GUF,GK,32-159,1992.0,26.0,2,0,0,0,4,0,0,0,0,0,0,0,28,6,1,85.7,misc,GUF,GK,32-159,1992.0,26.0,1004,825,999,4,1,0,1004,1,1,100.0,0,0.0,571,3083,1791,0,0,0,0,0,415,0,possession,
FRA-Ligue 1,2024,Nantes,Douglas,BRA,MF,28-088,1997.0,23,23,1902,21.1,3,2,5,3,0,0,6,0,3.0,3.0,1.4,4.4,10,103,29,0.14,0.09,0.24,0.14,0.24,0.14,0.07,0.21,0.14,0.21,standard,BRA,MF,28-088,1997.0,21.1,56,32,24,26,6,20,36,55.6,16,44,9,35,25,81,35,0,defense,BRA,MF,28-088,1997.0,21.1,3,28,12,42.9,1.32,0.57,0.11,0.25,16.0,0,0,0,3.0,3.0,0.11,0.0,0.0,shooting,BRA,MF,28-088,1997.0,21.1,839,968,86.7,14022,4212,370,409,90.5,387,425,91.1,54,79,68.4,2,1.4,0.9,0.6,13,87,10,1,103,passing,BRA,MF,28-088,1997.0,21.1,6,0,0,35,25,0,8,25,32,0,1,0,95,20,32,38.5,misc,BRA,MF,28-088,1997.0,21.1,1204,54,307,704,198,39,1204,15,9,60.0,6,40.0,581,2621,1222,10,9,0,15,12,760,29,possession,
FRA-Ligue 1,2024,Lyon,Duje Ćaleta-Car,CRO,DF,28-206,1996.0,15,14,1247,13.9,1,0,1,1,0,0,7,0,1.7,1.7,0.1,1.9,3,36,0,0.07,0.0,0.07,0.07,0.07,0.13,0.01,0.13,0.13,0.13,standard,CRO,DF,28-206,1996.0,13.9,16,8,8,8,0,8,15,53.3,7,27,21,6,13,29,73,2,defense,CRO,DF,28-206,1996.0,13.9,1,7,1,14.3,0.51,0.07,0.14,1.0,10.4,0,0,0,1.7,1.7,0.25,-0.7,-0.7,shooting,CRO,DF,28-206,1996.0,13.9,735,811,90.6,14207,4675,226,245,92.2,444,467,95.1,60,87,69.0,0,0.1,0.9,-0.1,2,45,0,0,36,passing,CRO,DF,28-206,1996.0,13.9,7,0,0,20,6,2,1,13,8,0,0,0,47,30,11,73.2,misc,CRO,DF,28-206,1996.0,13.9,959,159,478,455,28,15,959,2,1,50.0,1,50.0,533,2345,1206,3,1,0,6,1,646,0,possession,
FRA-Ligue 1,2024,Saint-Étienne,Dylan Batubinsika,COD,DF,29-055,1996.0,24,22,1971,21.9,0,0,0,0,0,0,3,1,0.5,0.5,0.2,0.7,11,49,1,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.03,0.03,0.03,standard,COD,DF,29-055,1996.0,21.9,25,13,19,5,1,13,22,59.1,9,23,14,9,38,63,139,3,defense,COD,DF,29-055,1996.0,21.9,0,5,1,20.0,0.23,0.05,0.0,0.0,11.5,0,0,0,0.5,0.5,0.11,-0.5,-0.5,shooting,COD,DF,29-055,1996.0,21.9,1075,1174,91.6,19582,6087,385,400,96.3,614,652,94.2,65,103,63.1,0,0.2,0.4,-0.2,4,46,3,1,49,passing,COD,DF,29-055,1996.0,21.9,3,1,0,24,13,0,1,38,13,0,3,1,75,42,17,71.2,misc,COD,DF,29-055,1996.0,21.9,1427,192,754,655,22,7,1427,8,5,62.5,2,25.0,761,4069,2273,11,2,0,6,2,938,1,possession,
FRA-Ligue 1,2024,Paris S-G,Désiré Doué,FRA,"FW,MF",19-312,2005.0,25,15,1429,15.9,5,6,11,5,0,0,1,0,3.7,3.7,6.4,10.2,84,111,179,0.31,0.38,0.69,0.31,0.69,0.23,0.41,0.64,0.23,0.64,standard,FRA,"FW,MF",19-312,2005.0,15.9,34,21,12,15,7,17,35,48.6,18,16,0,16,12,46,7,0,defense,FRA,"FW,MF",19-312,2005.0,15.9,5,48,17,35.4,3.02,1.07,0.1,0.29,18.3,0,0,0,3.7,3.7,0.08,1.3,1.3,shooting,FRA,"FW,MF",19-312,2005.0,15.9,741,903,82.1,10813,2589,422,466,90.6,254,307,82.7,34,68,50.0,6,6.4,4.5,-0.4,44,62,43,13,111,passing,FRA,"FW,MF",19-312,2005.0,15.9,1,0,0,24,34,1,59,12,21,1,0,0,80,7,9,43.8,misc,FRA,"FW,MF",19-312,2005.0,15.9,1168,3,117,527,543,103,1168,105,47,44.8,48,45.7,724,4612,2532,84,43,43,46,31,943,179,possession,
FRA-Ligue 1,2024,Montpellier,Enzo Tchato,CMR,DF,22-139,2002.0,24,18,1764,19.6,0,0,0,0,0,0,3,0,0.1,0.1,1.5,1.6,42,59,86,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.08,0.0,0.08,standard,CMR,DF,22-139,2002.0,19.6,45,23,25,16,4,25,42,59.5,17,29,9,20,22,67,53,0,defense,CMR,DF,22-139,2002.0,19.6,0,3,1,33.3,0.15,0.05,0.0,0.0,28.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1,shooting,CMR,DF,22-139,2002.0,19.6,711,943,75.4,11932,4405,318,372,85.5,318,398,79.9,55,110,50.0,0,1.5,1.2,-1.5,14,44,13,12,59,passing,CMR,DF,22-139,2002.0,19.6,3,0,0,18,14,2,73,22,23,0,0,0,60,18,12,60.0,misc,CMR,DF,22-139,2002.0,19.6,1125,74,318,542,279,12,1125,13,6,46.2,6,46.2,500,2866,1620,42,31,2,16,3,619,86,possession,
FRA-Ligue 1,2024,Lyon,Ernest Nuamah,GHA,"FW,MF",21-161,2003.0,23,13,1052,11.7,3,1,4,3,0,0,2,0,2.2,2.2,1.5,3.7,44,33,131,0.26,0.09,0.34,0.26,0.34,0.19,0.13,0.32,0.19,0.32,standard,GHA,"FW,MF",21-161,2003.0,11.7,21,11,15,4,2,12,27,44.4,15,9,1,8,8,29,8,1,defense,GHA,"FW,MF",21-161,2003.0,11.7,3,28,13,46.4,2.4,1.11,0.11,0.23,17.3,0,0,0,2.2,2.2,0.08,0.8,0.8,shooting,GHA,"FW,MF",21-161,2003.0,11.7,358,448,79.9,5021,917,229,252,90.9,94,121,77.7,20,30,66.7,1,1.5,1.3,-0.5,18,11,17,4,33,passing,GHA,"FW,MF",21-161,2003.0,11.7,2,0,0,18,11,7,30,8,11,0,1,0,60,13,14,48.1,misc,GHA,"FW,MF",21-161,2003.0,11.7,597,13,100,214,300,51,597,43,22,51.2,19,44.2,388,2425,1388,44,26,18,31,22,431,131,possession,
FRA-Ligue 1,2024,Auxerre,Eros Maddy,NED,DF,24-065,2001.0,1,0,8,0.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1,0,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,standard,NED,DF,24-065,2001.0,0.1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,defense,NED,DF,24-065,2001.0,0.1,0,0,0,,0.0,0.0,,,,0,0,0,0.0,0.0,,0.0,0.0,shooting,NED,DF,24-065,2001.0,0.1,3,3,100.0,36,9,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0.0,0,0,0,0,0,passing,NED,DF,24-065,2001.0,0.1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,,misc,NED,DF,24-065,2001.0,0.1,5,0,0,2,3,0,5,1,0,0.0,1,100.0,4,26,11,1,1,0,1,1,4,4,possession,
FRA-Ligue 1,2024,Saint-Étienne,Dennis Appiah,FRA,DF,32-306,1992.0,23,16,1589,17.7,0,1,1,0,0,0,1,0,0.1,0.1,2.0,2.1,38,68,75,0.0,0.06,0.06,0.0,0.06,0.01,0.11,0.12,0.01,0.12,standard,FRA,DF,32-306,1992.0,17.7,50,34,29,18,3,31,55,56.4,24,24,6,18,18,68,69,1,defense,FRA,DF,32-306,1992.0,17.7,0,3,1,33.3,0.17,0.06,0.0,0.0,21.0,0,0,0,0.1,0.1,0.04,-0.1,-0.1,shooting,FRA,DF,32-306,1992.0,17.7,658,872,75.5,10404,4680,357,408,87.5,255,315,81.0,36,97,37.1,1,2.0,1.9,-1.0,10,57,19,6,68,passing,FRA,DF,32-306,1992.0,17.7,1,0,0,26,8,2,38,18,34,0,2,0,69,18,20,47.4,misc,FRA,DF,32-306,1992.0,17.7,1095,73,388,453,260,17,1095,31,16,51.6,14,45.2,453,2209,1234,38,20,3,26,15,605,75,possession,
FRA-Ligue 1,2024,Marseille,Derek Cornelius,CAN,DF,27-137,1997.0,19,16,1316,14.6,0,0,0,0,0,0,9,2,0.8,0.8,0.1,0.9,9,63,11,0.0,0.0,0.0,0.0,0.0,0.06,0.01,0.06,0.06,0.06,standard,CAN,DF,27-137,1997.0,14.6,23,16,14,8,1,16,21,76.2,5,14,8,6,13,36,47,0,defense,CAN,DF,27-137,1997.0,14.6,0,8,1,12.5,0.55,0.07,0.0,0.0,12.0,0,0,0,0.8,0.8,0.1,-0.8,-0.8,shooting,CAN,DF,27-137,1997.0,14.6,1209,1296,93.3,19312,6236,549,573,95.8,610,635,96.1,30,56,53.6,0,0.1,0.4,-0.1,4,85,0,0,63,passing,CAN,DF,27-137,1997.0,14.6,9,2,2,25,13,0,4,13,16,0,1,0,61,31,12,72.1,misc,CAN,DF,27-137,1997.0,14.6,1422,100,497,848,80,13,1422,2,0,0.0,2,100.0,962,4033,2206,9,13,0,8,2,1111,11,possession,
FRA-Ligue 1,2024,Strasbourg,Diego Moreira,POR,"DF,MF",20-248,2004.0,27,24,2192,24.4,1,6,7,1,0,0,4,1,1.9,1.9,6.2,8.1,85,72,205,0.04,0.25,0.29,0.04,0.29,0.08,0.26,0.33,0.08,0.33,standard,POR,"DF,MF",20-248,2004.0,24.4,35,21,15,15,5,18,40,45.0,22,20,3,17,31,66,61,0,defense,POR,"DF,MF",20-248,2004.0,24.4,1,23,7,30.4,0.94,0.29,0.04,0.14,16.0,1,0,0,1.9,1.9,0.08,-0.9,-0.9,shooting,POR,"DF,MF",20-248,2004.0,24.4,836,1095,76.3,13465,3281,416,487,85.4,348,451,77.2,51,91,56.0,6,6.2,6.4,-0.2,25,26,30,10,72,passing,POR,"DF,MF",20-248,2004.0,24.4,4,1,0,25,31,2,80,31,21,0,1,0,120,26,29,47.3,misc,POR,"DF,MF",20-248,2004.0,24.4,1420,75,334,623,491,69,1420,115,53,46.1,53,46.1,789,4997,2771,85,50,31,50,23,893,205,possession,
